Cognateset_ID,Language_ID,Form,Description,Source
114,Indo-Aryan,áṅga,"<html><body><number>114</number> <b>áṅga</b><superscript>1</superscript> n. ʻ limb ʼ RV., ʻ body ʼ Mn.",cdial
115,Indo-Aryan,aṅgakr̥ṣṭi,"<html><body><number>115</number> *<b>aṅgakr̥ṣṭi</b> f. ʻ stretching the body ʼ. [<smallcaps>áṅga -- <superscript>1</superscript>, kr̥ṣṭí</smallcaps>- or poss. *<smallcaps>vikr̥ṣṭi</smallcaps> -- ]",cdial
116,Indo-Aryan,aṅgajāta,"<html><body><number>116</number> <b>aṅgajāta</b> ʻ produced from the body ʼ MW without ref. [<smallcaps>áṅga -- <superscript>1</superscript>, jātá</smallcaps> -- ]",cdial
117,Indo-Aryan,aṅgada,<html><body><number>117</number> <b>aṅgada</b> n. ʻ bracelet on upper arm ʼ R. [← Muṇḍa Kuiper PMWS 124],cdial
118,Indo-Aryan,aṅgana,"<html><body><number>118</number> <b>aṅgana</b> n. ʻ act of walking ʼ lex., ʻ courtyard ʼ R., <i>˚aṇa</i> -- n. Kālid. [√<smallcaps>aṅg</smallcaps>]",cdial
119,Indo-Aryan,aṅganā́,"<html><body><number>119</number> <b>aṅganāˊ</b> f. ʻ woman ʼ R., ʻ beautiful woman ʼ lex. [← Austro- as. Mayrhofer EWA i 20 with lit.]",cdial
120,Indo-Aryan,aṅgarakṣa,"<html><body><number>120</number> *<b>aṅgarakṣa</b> ʻ garment ʼ. [Cf. <i>aṅgarakṣaṇī</i> -- f. ʻ coat of mail ʼ: <smallcaps>áṅga -- <superscript>1</superscript>, rakṣá</smallcaps> -- ]",cdial
121,Indo-Aryan,aṅgarāga,"<html><body><number>121</number> <b>aṅgarāga</b> m. ʻ application of ointment, cosmetic ʼ R. [<smallcaps>áṅga -- <superscript>1</superscript>, rāˊga</smallcaps> -- <superscript>1</superscript>]",cdial
122,Indo-Aryan,aṅgavikala,"<html><body><number>122</number> *<b>aṅgavikala</b> ʻ deformed in limbs ʼ. [<smallcaps>áṅga -- <superscript>1</superscript>, vikala</smallcaps> -- ]",cdial
123,Indo-Aryan,aṅgahāra,"<html><body><number>123</number> <b>aṅgahāra</b> m. ʻ gesture ʼ Kathās. [<smallcaps>áṅga -- <superscript>1</superscript>, hāra</smallcaps> -- <superscript>1</superscript>]",cdial
124,Indo-Aryan,aṅgahōla,"<html><body><number>124</number> *<b>aṅgahōla</b> ʻ washing the body ʼ. [<smallcaps>áṅga -- <superscript>1</superscript>, *hōl</smallcaps> -- ]",cdial
125,Indo-Aryan,áṅgāra,"<html><body><number>125</number> <b>áṅgāra</b> m. n. ʻ glowing charcoal ʼ RV., <i>˚aka</i> -- lex. 2. *<b>iṅgāra -- ,</b> <i>iṅgāla</i> -- m. Vāsav. com.",cdial
126,Indo-Aryan,aṅgāraka,"<html><body><number>126</number> <b>aṅgāraka</b> ʻ *red like embers ʼ, m. ʻ charcoal; name of various plants ʼ (<i>aṅgārikā</i> -- f. ʻ stalk of sugar -- cane, flower of Butea frondosa ʼ). 2. m. ʻ the planet Mars ʼ. [<smallcaps>áṅgāra</smallcaps> -- ]",cdial
127,Indo-Aryan,"aṅgāradhānī- ,","<html><body><number>127</number> <b>aṅgāradhānī -- ,</b> <i>˚ikā</i> -- f. ʻ portable stove ʼ lex. [<smallcaps>áṅgāra -- , dhāˊna</smallcaps> -- ]",cdial
128,Indo-Aryan,aṅgāravarta,"<html><body><number>128</number> *<b>aṅgāravarta</b> m. ʻ fire stone ʼ. [<smallcaps>áṅgāra -- , *varta</smallcaps> -- <superscript>3</superscript>]",cdial
129,Indo-Aryan,aṅgārasthāna,"<html><body><number>129</number> *<b>aṅgārasthāna</b> n. ʻ fireplace ʼ. [<smallcaps>áṅgāra -- , sthāˊna</smallcaps> -- ]",cdial
130,Indo-Aryan,aṅgāri,"<html><body><number>130</number> <b>aṅgāri</b> f., <i>aṅgāritā</i> -- f. ʻ portable brazier ʼ lex. [<smallcaps>áṅgāra</smallcaps> -- ]",cdial
130a,Indo-Aryan,aṅgāriṣṭha- ,"<html><body><number>130a</number> †*<b>aṅgāriṣṭha -- </b> ʻ portable brazier ʼ. [<smallcaps>aṅgāri -- , stha</smallcaps> -- : cf. <smallcaps>agniṣṭhá</smallcaps> -- ]",cdial
131,Indo-Aryan,"aṅgāryā́- ,","<html><body><number>131</number> <b>aṅgāryāˊ -- ,</b> *<i>aṅgāriyā</i> -- , f. ʻ heap of embers ʼ. [Cf. <i>aṅgā- rīya</i> -- ʻ fit for making charcoal ʼ, <i>aṅgārikā</i> -- f., <i>angāritā</i> -- f. ʻ portable fireplace ʼ lex.: <smallcaps>áṅgāra</smallcaps> -- ]",cdial
132,Indo-Aryan,aṅgikā,"<html><body><number>132</number> <b>aṅgikā</b> f. ʻ woman's bodice ʼ. [<smallcaps>áṅga</smallcaps> -- <superscript>1</superscript>: perh. replacing *<i>aṅgiya</i> -- , <i>áṅgya</i> -- ʻ belonging to the limbs ʼ RV.]",cdial
133,Indo-Aryan,aṅgīkarōti,"<html><body><number>133</number> <b>aṅgīkarōti</b> ʻ agrees to, promises ʼ Hit. [<smallcaps>aṅgá<superscript>2</superscript>, karṓti</smallcaps>]",cdial
134,Indo-Aryan,aṅgula,"<html><body><number>134</number> <b>aṅgula</b> m. ʻ finger's breadth ʼ R., Mit. [<smallcaps>aṅgúli</smallcaps> -- ]",cdial
135,Indo-Aryan,aṅgúli,"<html><body><number>135</number> <b>aṅgúli</b> f. ʻ finger, toe ʼ VS., ŚBr., <i>aṅgúri</i> -- f. AV., <i>svaṅgurí</i>- RV. 2. *<b>aṅgūḍi -- </b> [2 &lt; *<i>aṅguẓ -- ḍi</i> -- with *<i>aṅguṣ</i> -- in <i>aṅguṣ -- ṭhá</i> -- , cf. H. Frisk Suffixales -- <i>th</i> -- im Indogermanischen 17.]",cdial
136,Indo-Aryan,aṅgulī́ya,<html><body><number>136</number> <b>aṅgulīˊya</b> m.n. ʻ finger -- ring ʼ R. [<smallcaps>aṅgúli</smallcaps> -- ],cdial
137,Indo-Aryan,"aṅguṣṭhá- ,","<html><body><number>137</number> <b>aṅguṣṭhá -- ,</b> <i>˚gú˚</i> m. ʻ thumb ʼ ĀśvGr̥., ʻ big toe ʼ KātyŚr. [<i>aṅgu -- ṣ -- ṭhá</i> -- , cf. *<i>aṅgu -- ẓ -- ḍi</i> -- and <smallcaps>aṅgú -- li</smallcaps> -- ]",cdial
138,Indo-Aryan,aṅguṣṭhya,<html><body><number>138</number> <b>aṅguṣṭhya</b> ʻ pertaining to thumb or big toe ʼ. 2. *<b>aṅguṣṭhiya -- .</b> [<smallcaps>aṅguṣṭhá</smallcaps> -- ],cdial
139,Indo-Aryan,aṅgōñcha,"<html><body><number>139</number> <b>aṅgōñcha</b> m., <i>aṅgōñchana</i> -- n. ʻ towel ʼ lex. [Poss. <smallcaps>áṅga -- <superscript>1</superscript>, uñchá</smallcaps> -- m. ʻ gleaning esp. of single grains ʼ (for meaning ʻ sweeping together, wiping ʼ cf. development of meaning under <smallcaps>úñchati</smallcaps> and <smallcaps>prōñchati</smallcaps>). But N. Bi. H. point to MIA. *<i>aṅga -- uñcha</i> -- (with <i>aṅgōñcha</i> -- as late Sanskritization), poss. a MIA. form with * -- <i>vuñcha</i>&lt;-&gt; anal. replacing <i>puñcha</i> -- &lt; <i>prōñcha</i> -- (as suggested by Platts UD s.v. and P. Tedesco JAOS 77. 195). In either case loss of second nasal, through dissimilation, was early (contrast <smallcaps>úñchati, prōñchati</smallcaps>). In any case Bloch LM 286 wrongly &lt; <i>aṅgavastra.</i>]",cdial
140,Indo-Aryan,acaṣṭa,<html><body><number>140</number> *<b>acaṣṭa</b> ʻ untasted ʼ. [*<smallcaps>caṣṭa -- : √*cakṣ</smallcaps><superscript>2</superscript>],cdial
141,Indo-Aryan,acca,<html><body><number>141</number> *<b>acca</b> ʻ sudden shock ʼ. 2. *<b>accakka -- .</b>,cdial
142,Indo-Aryan,accha,"<html><body><number>142</number> <b>accha</b><superscript>1</superscript> ʻ clear, transparent ʼ Suśr. [Poss. ʻ shadowless ʼ cf. <i>acchāyá</i> -- RV. Neither *<i>r̥kṣa</i> -- (Mayrhofer EWA i 22) nor <i>ā̆rca</i> -- (P. Tedesco JAOS 77, 197) are phonet. satisfactory. ]",cdial
143,Indo-Aryan,acchādana,<html><body><number>143</number> *<b>acchādana</b> ʻ without covering ʼ. [<smallcaps>chādana</smallcaps> -- ],cdial
144,Indo-Aryan,acchidat,"<html><body><number>144</number> <b>acchidat</b> 3 sg. aor. ind. ʻ has cut ʼ Pāṇ., subj. <i>chidati</i>) ŚBr. [√<smallcaps>chid</smallcaps>]",cdial
145,Indo-Aryan,ajá,"<html><body><number>145</number> <b>ajá</b> m. ʻ goat ʼ, <i>ajāˊ</i> -- f. RV., <i>ajakā</i> -- , -- <i>ikā</i> -- f. ʻ small or young goat ʼ Pāṇ.",cdial
146,Indo-Aryan,ajakaṭa,"<html><body><number>146</number> *<b>ajakaṭa</b> m. ʻ flock of goats ʼ. [Ext. with -- <i>ṭa</i> -- of <i>ajaka</i> -- , cf. <i>avikaṭá</i> -- : <smallcaps>ajá</smallcaps> -- ]",cdial
147,Indo-Aryan,ajakarṇa,"<html><body><number>147</number> <b>ajakarṇa</b> m. ʻ a goat's ear ʼ KātyŚr., ʻ the tree Termi- nalia alata tomentosa ʼ Suśr., <i>˚aka</i> -- m. ʻ the tree Shorea robusta ʼ lex. [<smallcaps>ajá -- , kárṇa</smallcaps> -- ]",cdial
148,Indo-Aryan,ajagará,"<html><body><number>148</number> <b>ajagará</b> m. ʻ boa constrictor ʼ AV. [<smallcaps>ajá -- , gará</smallcaps> -- ]",cdial
149,Indo-Aryan,ajanikā,"<html><body><number>149</number> *<b>ajanikā</b> ʻ she -- goat ʼ, or *<b>ajānī -- </b>? [<smallcaps>ajá</smallcaps> -- ]",cdial
150,Indo-Aryan,ajapaṣṭha,"<html><body><number>150</number> *<b>ajapaṣṭha</b> ʻ young goat ʼ. [<smallcaps>ajá -- , *paṣṭha</smallcaps> -- ]",cdial
151,Indo-Aryan,ajapālá,"<html><body><number>151</number> <b>ajapālá</b> m. ʻ goatherd ʼ VS. [<smallcaps>ajá -- , pālá</smallcaps> -- ]",cdial
152,Indo-Aryan,ajamōda,"<html><body><number>152</number> <b>ajamōda</b> m., -- <i>ā</i> -- , -- <i>ikā</i> -- f. ʻ carroway, parsley, Ligu- sticum ajwaen ʼ Suśr. [Pop. etym. <smallcaps>ajá -- , mōda</smallcaps> -- : cf. <smallcaps>ajāji -- , yavānī</smallcaps> -- ]",cdial
153,Indo-Aryan,ajarā,"<html><body><number>153</number> <b>ajarā</b> f. ʻ Aloe perfoliata, Argyreia speciosa ʼ lex. [Cf. <i>ajāgara</i> -- m. ʻ Eclipta or Verbesina prostrata ʼ]",cdial
154,Indo-Aryan,ajavāṭa,"<html><body><number>154</number> *<b>ajavāṭa</b> m. ʻ goat -- pen ʼ. [<smallcaps>ajá -- , vāṭa</smallcaps> -- <superscript>1</superscript>: with EH. -- <i>r</i>- &lt; -- <i>ṭ</i> -- rather than &lt; -- <i>vāra</i> -- ]",cdial
155,Indo-Aryan,ajavīthi,"<html><body><number>155</number> <b>ajavīthi</b> f. ʻ path of the constellation Aries ʼ Yājñ. [<smallcaps>ajá -- , vīthi</smallcaps> -- ]",cdial
156,Indo-Aryan,ajājĭ̄,"<html><body><number>156</number> <b>ajājĭ̄</b> f. ʻ Cuminum cyminum, Ficus oppositifolia, Nigella indica ʼ Suśr. [Cf. <smallcaps>ajamōda -- , yavānī</smallcaps> -- ]",cdial
157,Indo-Aryan,ajānant,<html><body><number>157</number> <b>ajānant</b> ʻ not knowing ʼ. [<smallcaps>jāˊnant -- : √jñā</smallcaps>] MW.,cdial
158,Indo-Aryan,ajína,<html><body><number>158</number> <b>ajína</b> n. ʻ skin of esp. the black antelope used by ascetics ʼ AV. [<smallcaps>ajá</smallcaps> -- ],cdial
159,Indo-Aryan,ajr̥ta,"<html><body><number>159</number> *<b>ajr̥ta</b> ʻ undigested ʼ. [Cf. <i>jīryatē</i> ʻ is digested ʼ Yājñ., <i>ajīrṇa</i> -- ʻ undigested ʼ Mn., <i>ajīrti</i> -- f. ʻ indigestibleness ʼ: &amp;rcirclemacr Or. <i>ajaṛa</i> ʻ indigestion ʼ.<div>  			</div></body></html>",cdial
160,Indo-Aryan,ajña,"<html><body><number>160</number> <b>ajña</b> ʻ ignorant, foolish ʼ Mn., <i>ajñakā</i> -- , -- <i>ikā</i> -- f. ʻ ignorant woman ʼ Pāṇ. [√<smallcaps>jñā</smallcaps>]",cdial
161,Indo-Aryan,ájñāta,<html><body><number>161</number> <b>ájñāta</b> ʻ unknown ʼ RV. [<smallcaps>jñātá -- : √jñā</smallcaps>],cdial
162,Indo-Aryan,"ajñānin- ,","<html><body><number>162</number> <b>ajñānin -- ,</b> f. -- <i>inī</i> ʻ ignorant, unwise ʼ MW. [<smallcaps>jñāˊna -- : √jñā</smallcaps>]",cdial
163,Indo-Aryan,ajya,<html><body><number>163</number> *<b>ajya</b> ʻ flock of goats ʼ. [<smallcaps>ajá</smallcaps> -- ],cdial
164,Indo-Aryan,ajvara,<html><body><number>164</number> *<b>ajvara</b> ʻ free from fever ʼ. [<smallcaps>jvará</smallcaps> -- ],cdial
165,Indo-Aryan,añca,<html><body><number>165</number> *<b>añca</b> ʻ curve ʼ. [Cf. <i>rōmāñca</i> -- m. ʻ thrill of the hair ʼ: √<smallcaps>añc</smallcaps>],cdial
166,Indo-Aryan,áñcati,"<html><body><number>166</number> <b>áñcati</b> ʻ bends ʼ ŚBr., <b>āˊñcati</b> ʻ bends, curves ʼ AV. [√<smallcaps>añc</smallcaps>]",cdial
167,Indo-Aryan,añcana,<html><body><number>167</number> <b>añcana</b> n. ʻ bending ʼ Nir. [√<smallcaps>añc</smallcaps>],cdial
168,Indo-Aryan,añcala,<html><body><number>168</number> <b>añcala</b> m.n. ʻ border or end of a garment ʼ Pañcat. [√<smallcaps>añc</smallcaps>],cdial
169,Indo-Aryan,añjáti,"<html><body><number>169</number> <b>añjáti</b> ~ <i>anákti</i> ʻ anoints, smears, decorates ʼ RV.; or *<i>āñjati</i> ~ <i>āˊnakti</i> AV. [√<smallcaps>añj</smallcaps>]",cdial
170,Indo-Aryan,añjana,"<html><body><number>170</number> <b>añjana</b> n. ʻ anointing, ointment ʼ ĀśvŚr. [√<smallcaps>añj</smallcaps>]",cdial
171,Indo-Aryan,añjalí,<html><body><number>171</number> <b>añjalí</b> m. ʻ the hollowed hands placed together ʼ ŚBr.,cdial
172,Indo-Aryan,áñjas,"<html><body><number>172</number> <b>áñjas</b> n. ʻ ointment, mixture ʼ RV. [√<smallcaps>añj</smallcaps>]",cdial
173,Indo-Aryan,añjita,<html><body><number>173</number> *<b>añjita</b> ʻ anointed ʼ. [Cf. <i>añjayati</i> ĀśvŚr.: √<smallcaps>añj</smallcaps>],cdial
174,Indo-Aryan,añjīra,<html><body><number>174</number> <b>añjīra</b> m. ʻ fig -- tree ʼ. [← Pers. Mayrhofer EWA i 24],cdial
175,Indo-Aryan,"aṭani- ,","<html><body><number>175</number> <b>aṭani -- ,</b> -- <i>ī</i> -- f. ʻ notched extremity of a bow ʼ. [i.e. sup- porter of the string ? -- cf. *<smallcaps>aḍ</smallcaps> -- ?]",cdial
176,Indo-Aryan,aṭaruṣa,"<html><body><number>176</number> <b>aṭaruṣa</b> m. ʻ the shrub Justicia adhatoda ʼ lex., <i>˚rūṣaka</i>- m. Suśr.",cdial
177,Indo-Aryan,aṭavī,<html><body><number>177</number> <b>aṭavī</b> f. ʻ forest ʼ R.,cdial
178,Indo-Aryan,aṭṭ,"<html><body><number>178</number> *<b>aṭṭ</b><superscript>1</superscript> ʻ contain, be contained, fit into ʼ. [Poss. &lt; <i>āˊrta</i> -- <superscript>1</superscript> ʻ *brought ʼ, cf. <i>āˊ -- r̥ṇvati</i> ʻ brings, reaches, obtains ʼ RV., despite <i>ă</i> of P.: √<smallcaps>r̥</smallcaps>]",cdial
179,Indo-Aryan,aṭṭ,"<html><body><number>179</number> *<b>aṭṭ</b><superscript>2</superscript> ʻ obstruct, stop ʼ. [Cf. *<smallcaps>aṭṭha -- <superscript>2</superscript>, *aḍ -- , *aḍḍ</smallcaps> -- : prob. ← Drav. see *<smallcaps>aḍ</smallcaps> -- ]",cdial
180,Indo-Aryan,aṭṭa,"<html><body><number>180</number> <b>aṭṭa</b><superscript>2</superscript> ʻ high ʼ, m. ʻ tower, watchtower ʼ Kālid., <i>aṭṭaka</i> -- m. ʻ tower ʼ lex. [Non -- aryan Mayrhofer EWA i 25]",cdial
181,Indo-Aryan,aṭṭa,<html><body><number>181</number> *<b>aṭṭa</b><superscript>3</superscript> ʻ bundle ʼ. 2. *<b>aṇṭa -- .</b> 3. *<b>aṭṭha -- </b><superscript>1</superscript>. 4. *<b>aṇṭha -- .</b>,cdial
182,Indo-Aryan,aṭṭakk,"<html><body><number>182</number> *<b>aṭṭakk</b> ʻ obstruct, stop ʼ. [*<smallcaps>aṭṭ</smallcaps> -- <superscript>2</superscript>]",cdial
183,Indo-Aryan,aṭṭakkalā,<html><body><number>183</number> *<b>aṭṭakkalā</b> ʻ guess ʼ. [Poss. contains <i>kalāˊ</i> -- : for first part cf. L. <i>aṭṭā -- saṭṭā</i> m. ʻ rough guess ʼ and *<smallcaps>aṇṭ</smallcaps> -- ],cdial
184,Indo-Aryan,aṭṭahāsa,"<html><body><number>184</number> <b>aṭṭahāsa</b> m. ʻ loud laughter ʼ Kālid. [<smallcaps>aṭṭa -- <superscript>2</superscript>, hāsa</smallcaps> -- ]",cdial
185,Indo-Aryan,aṭṭāla,"<html><body><number>185</number> <b>aṭṭāla</b> m. ʻ watch -- tower ʼ R., <i>˚laka</i> -- m. MBh., <i>˚likā</i> -- f. ʻ palace ʼ. [<smallcaps>aṭṭa</smallcaps> -- <superscript>2</superscript>]",cdial
186,Indo-Aryan,aṭṭha,<html><body><number>186</number> *<b>aṭṭha</b><superscript>2</superscript> ʻ gum ʼ. 2. *<b>attha -- .</b>,cdial
187,Indo-Aryan,aḍ,"<html><body><number>187</number> *<b>aḍ</b> ʻ obstruct, stop ʼ. [Cf. *<smallcaps>aḍḍ -- , *aṭṭ</smallcaps> -- <superscript>2</superscript>, poss. *<smallcaps>aṭṭha</smallcaps> -- <superscript>2</superscript>; -- ← Drav. cf. Tam. <i>aṭai</i> ʻ to be obstructed ʼ, Kan. <i>aḍḍa</i> ʻ obstructing, transverse ʼ, Tu. <i>aṭaka</i>, <i>aḍaka</i> ʻ obstacle ʼ, Kui <i>aḍa</i> ʻ screen ʼ, Brah. <i>aṛ</i> ʻ obstruction ʼ: T. Burrow TPS 1945, 79.]",cdial
188,Indo-Aryan,aḍḍ,"<html><body><number>188</number> *<b>aḍḍ</b> ʻ obstruct, stop ʼ. [← Drav., see *<smallcaps>aḍ</smallcaps> -- ]",cdial
189,Indo-Aryan,aḍḍa,"<html><body><number>189</number> *<b>aḍḍa</b> ʻ transverse ʼ. [Same as prec.? -- ← Drav., see *<smallcaps>aḍ</smallcaps> -- ]",cdial
190,Indo-Aryan,aḍḍana,<html><body><number>190</number> <b>aḍḍana</b> n. ʻ shield ʼ lex. [Mayrhofer EWA i 25 con- nects with <smallcaps>aṭṭa</smallcaps> -- <superscript>2</superscript>; perh. rather to *<smallcaps>aḍḍ</smallcaps> -- ʻ obstruct ʼ],cdial
191,Indo-Aryan,aḍḍi,"<html><body><number>191</number> *<b>aḍḍi</b> ʻ heel ʼ. 2. *<b>aḍi -- .</b> 3. *<b>ēḍḍi -- .</b> 4. *<b>ēḍi -- .</b> [J. Bloch BSOS v 738 ← Drav., cf. Tam. Kan. <i>aḍi</i>, Tel. <i>aḍugu</i> ʻ foot, footstep ʼ]",cdial
192,Indo-Aryan,áṇu,<html><body><number>192</number> <b>áṇu</b><superscript>1</superscript> m. ʻ the grain -- plant Panicum miliaceum ʼ VS. [Same as <smallcaps>aṇu</smallcaps> -- <superscript>2</superscript> ?],cdial
193,Indo-Aryan,aṇu,"<html><body><number>193</number> <b>aṇu</b><superscript>2</superscript> ʻ fine, minute ʼ Br̥ĀrUp.; <i>áṇvī</i> -- f. ʻ epithet of the fingers preparing Soma -- juice ʼ RV., <i>aṇú</i> ʻ minutely ʼ ŚBr.",cdial
194,Indo-Aryan,áṇuka,"<html><body><number>194</number> <b>áṇuka</b> ʻ fine, minute ʼ Suśr. [<smallcaps>aṇu</smallcaps> -- <superscript>2</superscript>]",cdial
195,Indo-Aryan,aṇuni,<html><body><number>195</number> *<b>aṇuni</b> ʻ millet ʼ. [Cf. <i>áṇu</i> -- <superscript>1</superscript> NTS xii 156],cdial
196,Indo-Aryan,aṇuvaṁśa,"<html><body><number>196</number> *<b>aṇuvaṁśa</b> ʻ small share ʼ. [<smallcaps>aṇu -- <superscript>2</superscript>, áṁśa</smallcaps> -- ]",cdial
197,Indo-Aryan,aṇṭ,"<html><body><number>197</number> *<b>aṇṭ</b> ʻ presume, be bold ʼ. [Cf. *<smallcaps>aṭṭakkalā</smallcaps> -- ]",cdial
198,Indo-Aryan,atasī́,<html><body><number>198</number> <b>atasīˊ</b> f. ʻ flax ʼ Suśr. 2. *<b>tissi -- .</b> [Cf. <i>atasá</i> -- n. ʻ bush ʼ RV.],cdial
199,Indo-Aryan,atārita,"<html><body><number>199</number> *<b>atārita</b> ʻ unrescued ʼ. [Cf. <i>tārá</i> -- m. ʻ rescuer ʼ VS., <i>tārita</i> -- ʻ ferried across ʼ MBh.: &amp;rcirclemacr P. <i>ārī</i> ʻ helpless ʼ? <p></p></body></html>",cdial
200,Indo-Aryan,áti,"<html><body><number>200</number> <b>áti</b> ʻ beyond, over ʼ RV.",cdial
201,Indo-Aryan,atikrámaṇa,<html><body><number>201</number> <b>atikrámaṇa</b> n. ʻ act of passing over ʼ ŚBr. [√<smallcaps>kram</smallcaps>],cdial
202,Indo-Aryan,átikramati,<html><body><number>202</number> <b>átikramati</b> ʻ passes over ʼ RV. [√<smallcaps>kram</smallcaps>],cdial
203,Indo-Aryan,átikrānta,<html><body><number>203</number> <b>átikrānta</b> ʻ gone beyond ʼ ŚBr. [√<smallcaps>kram</smallcaps>],cdial
204,Indo-Aryan,atikrāmayati,"<html><body><number>204</number> <b>atikrāmayati</b> ʻ lets elapse, leaves unnoticed ʼ R. [√<smallcaps>kram</smallcaps>]",cdial
204a,Indo-Aryan,aticchardati,<html><body><number>204a</number> †*<b>aticchardati</b> ʻ casts on ʼ. [√<smallcaps>chr̥d</smallcaps>],cdial
205,Indo-Aryan,átitarati,"<html><body><number>205</number> <b>átitarati</b> ʻ crosses over ʼ RV. &amp;rcirclemacr Pa. <i>atitarati</i>, Pk. <i>aïyaraï</i>; K. <i>yīrun</i> ʻ to float about, drift whirling about, be distracted ʼ.",cdial
206,Indo-Aryan,atipāra,"<html><body><number>206</number> *<b>atipāra</b> m. ʻ bringing across ʼ. [Cf. <i>átipārayati</i> ʻ leads across ʼ RV.: √<smallcaps>pr̥</smallcaps>; -- or *<i>atipāra</i> -- ʻ fulfilment ʼ, cf. <i>pāráyati</i> ʻ fulfils ʼ RV., <i>atipūryati</i> ʻ becomes full ʼ MBh.:√ &amp;rcirclemacr Si. <i>ivara</i> ʻ accomplishment, end, leisure ʼ.<div>  			</div></body></html>",cdial
207,Indo-Aryan,atipuṣṭa,<html><body><number>207</number> *<b>atipuṣṭa</b> ʻ very fat ʼ. [√<smallcaps>puṣ</smallcaps>],cdial
208,Indo-Aryan,atipraṇīta,<html><body><number>208</number> <b>atipraṇīta</b> ʻ led beyond ʼ ĀśvŚr. [√<smallcaps>nī</smallcaps>],cdial
209,Indo-Aryan,atimahānt,<html><body><number>209</number> *<b>atimahānt</b> ʻ very great ʼ. [<smallcaps>mahat</smallcaps> -- ],cdial
210,Indo-Aryan,atiyañcati,<html><body><number>210</number> *<b>atiyañcati</b> ʻ pulls across ʼ. [For <i>áti</i> with a verb ʻ to pull ʼ cf. <i>atikarṣati</i> ʻ pulls (ploughshare) ʼ Kauś.: √<smallcaps>añc</smallcaps>],cdial
211,Indo-Aryan,átirikta,"<html><body><number>211</number> <b>átirikta</b> ʻ excessive ʼ AV., ʻ left apart ʼ R. 2. *<b>atirikṇa -- .</b> [√<smallcaps>ric</smallcaps>]",cdial
212,Indo-Aryan,"atirēka- ,","<html><body><number>212</number> <b>atirēka -- ,</b> <i>atīrḗka</i> -- m. ʻ surplus ʼ ŚBr. [√<smallcaps>ric</smallcaps>]",cdial
